Image_Path,Classes
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.1269-IMAGE.1.jpg,"['person', 'person', 'person', 'book', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3203.jpg,"['person', 'person', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3107.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3103.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'motorcycle', 'train', 'tie', 'person', 'handbag', 'handbag', 'person', 'handbag']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.1535-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.1059.jpg,"['boat', 'boat', 'person', 'boat', 'person', 'boat', 'boat', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.7-IMAGE.1.jpg,"['person', 'person', 'person', 'boat', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.956-IMAGE.1.jpg,"['person', 'person', 'person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.954-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.1058.jpg,"['person', 'person', 'person', 'boat', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.4005.jpg,"['person', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.4214.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'airplane', 'person', 'person', 'person', 'person', 'person', 'person', 'airplane', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3102.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'person', 'tie', 'person', 'person', 'handbag', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.953-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.1060.jpg,"['person', 'boat', 'boat', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3191.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'bicycle', 'person', 'handbag', 'person', 'boat', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3106.jpg,"['person', 'car']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.955-IMAGE.1.jpg,"['person', 'mouse', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.936-IMAGE.1.jpg,"['person', 'boat', 'bird']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.1073.jpg,"['person', 'boat', 'boat', 'boat', 'boat', 'person', 'person', 'boat', 'boat', 'boat', 'person', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3105.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'surfboard', 'fire hydrant']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/vase.2759-IMAGE.1.jpg,['boat']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/500/siba.3500.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'dining table', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.801-IMAGE.1.jpg,"['person', 'bicycle', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.395-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'tie', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.736-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.594-IMAGE.1.jpg,"['person', 'person', 'tie', 'book']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.270-IMAGE.1.jpg,"['person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.703-IMAGE.1.jpg,"['person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.786-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.598-IMAGE.1.jpg,"['person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.117-IMAGE.1.jpg,"['person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.712-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.142-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.346-IMAGE.1.jpg,"['person', 'chair']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.791-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3084.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'baseball bat', 'person', 'boat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.812-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.730-IMAGE.1.jpg,"['person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.924-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.615-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'tie', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'tie', 'tie', 'tie', 'tie', 'tie', 'tie', 'tie', 'person', 'tie', 'tie', 'tie', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.48-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'person', 'person', 'person', 'person', 'person', 'tie', 'person', 'tie', 'person', 'person', 'person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.854-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'handbag', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.54-IMAGE.1.jpg,"['person', 'person', 'vase']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.51-IMAGE.1.jpg,"['person', 'person', 'person', 'tie', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.680-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4848.jpg,"['horse', 'person', 'person', 'person', 'person', 'truck', 'chair']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4861.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'bicycle', 'person', 'motorcycle', 'tie', 'tie', 'truck', 'suitcase', 'bicycle', 'truck', 'bicycle', 'handbag', 'bicycle', 'suitcase', 'car', 'tie', 'suitcase']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4044.jpg,"['person', 'person', 'person', 'person', 'person', 'clock', 'person', 'clock', 'chair', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.250-IMAGE.1.jpg,"['person', 'person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.907-IMAGE.1.jpg,"['person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.941-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.600-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.116-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.392-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4026.jpg,"['person', 'person', 'horse', 'person', 'horse', 'person', 'bicycle', 'person', 'person', 'car', 'horse']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.718-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.34-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'chair', 'tie', 'chair', 'chair', 'chair']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.113-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'tie', 'tie', 'cell phone', 'tie', 'tie', 'cell phone']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4860.jpg,"['person', 'person', 'person', 'sports ball', 'baseball glove']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4070.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie', 'tie', 'person', 'person', 'horse', 'surfboard', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.393-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.433-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.823-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.36-IMAGE.1.jpg,"['person', 'person', 'person', 'motorcycle', 'motorcycle', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.588-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.517-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'chair', 'tie', 'chair', 'tie', 'backpack']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.65-IMAGE.1.jpg,"['person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.394-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.743-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.637-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.572-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.165-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.498-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.625-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'bench']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.92-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'tie', 'person', 'tie', 'tennis racket', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.253-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'dining table', 'person', 'person', 'person', 'vase', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.271-IMAGE.1.jpg,"['person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.481-IMAGE.1.jpg,"['person', 'person', 'person', 'tie', 'tie', 'tie', 'bench', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.1139.jpg,"['person', 'chair', 'person', 'cup', 'person', 'chair', 'tie', 'chair', 'person', 'tie', 'pizza', 'dining table']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.243-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.947-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'person', 'backpack', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.238-IMAGE.1.jpg,"['person', 'potted plant']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.93-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.27-IMAGE.1.jpg,"['person', 'person', 'person', 'book']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.444-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.563-IMAGE.1.jpg,"['person', 'sports ball', 'sports ball']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1016-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'tie', 'cake', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.410-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.950-IMAGE.1.jpg,"['person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.624-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.775-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.758-IMAGE.1.jpg,"['person', 'person', 'cow', 'cow']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4150.jpg,"['person', 'bird']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.708-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'umbrella', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'umbrella', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4887.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.822-IMAGE.1.jpg,"['person', 'handbag']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.427-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'bench']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4867.jpg,"['person', 'person', 'person', 'horse', 'person', 'person', 'person', 'person', 'handbag', 'person', 'person', 'person', 'person', 'handbag']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.349-IMAGE.1.jpg,"['person', 'chair', 'vase', 'potted plant', 'chair']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.50-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.493-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.473-IMAGE.1.jpg,"['person', 'person', 'tie', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.900-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.784-IMAGE.1.jpg,"['boat', 'boat', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.500-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4016.jpg,['clock']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.499-IMAGE.1.jpg,"['person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.181-IMAGE.1.jpg,"['horse', 'horse', 'cow', 'horse', 'horse', 'cow', 'horse', 'cow', 'person', 'person', 'horse', 'horse', 'horse', 'horse', 'horse', 'person', 'cow', 'person', 'horse', 'cow', 'person', 'horse', 'person', 'person', 'horse', 'horse', 'person', 'horse', 'horse']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.150-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.795-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.650-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.153-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.613-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.569-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.577-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.560-IMAGE.1.jpg,"['person', 'person', 'person', 'tie', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.561-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.386-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.373-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.368-IMAGE.1.jpg,"['person', 'person', 'remote']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1025-IMAGE.1.jpg,"['person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.965-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.486-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1002-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3254.jpg,"['person', 'person', 'book', 'book', 'book', 'book', 'book', 'book']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.201-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4873.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.914-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.586-IMAGE.1.jpg,"['person', 'sports ball', 'baseball bat', 'baseball bat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.899-IMAGE.1.jpg,"['person', 'person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.591-IMAGE.1.jpg,"['person', 'person', 'tie', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.227-IMAGE.1.jpg,"['person', 'person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.191-IMAGE.1.jpg,"['person', 'person', 'baseball bat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.43-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'horse', 'person', 'person', 'person', 'person', 'person', 'person', 'horse']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.706-IMAGE.1.jpg,"['person', 'person', 'tie', 'tie', 'refrigerator']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.396-IMAGE.1.jpg,"['person', 'person', 'person', 'tie', 'tie', 'sports ball', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4893.jpg,['umbrella']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.107-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.753-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.503-IMAGE.1.jpg,"['person', 'person', 'person', 'tie', 'tie', 'suitcase']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1007-IMAGE.1.jpg,"['person', 'bed']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3264.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'horse', 'person', 'person', 'person', 'person', 'horse', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4045.jpg,"['person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.266-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.363-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.422-IMAGE.1.jpg,"['person', 'tie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.380-IMAGE.1.jpg,['person']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.852-IMAGE.1.jpg,"['person', 'person', 'suitcase']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3029.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.647-IMAGE.1.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.754-IMAGE.1.jpg,"['person', 'person', 'person', 'boat', 'boat', 'boat', 'boat', 'boat', 'tie']"
